city|location|price|bedrooms|baths|size
Lahore|AWT Phase 2 - Block C, AWT Phase 2|8500000|3|3|675
Lahore|Bahria Town - Sector E, Bahria Town|7000000|1|1|472
Lahore|Bahria Town - Sector E, Bahria Town|13000000|2|2|810
Lahore|Shah Jamal, Lahore|18900000|2|2|945
Lahore|Bahria Town - Tulip Block, Bahria Town - Sector C|36900000|5|6|2250
Lahore|DHA Phase 3, DHA Defence|290000000|5|6|9000
Lahore|Paragon City, Lahore|520000000|8|10|18000
Lahore|DHA Phase 6, DHA Defence|72400000|5|6|4500
Lahore|Punjab University Society Phase 2, Punjab University Employees Society|26000000|5|6|1575
Lahore|Punjab University Society Phase 2, Punjab University Employees Society|36000000|6|6|2250
Lahore|Awami Villas, Bahria Orchard|4800000|2|1|1125
Lahore|Awami Villas, Bahria Orchard|5000000|2|1|1125
Lahore|DHA Phase 5, DHA Defence|20000000|3|4|1125
Lahore|DHA 9 Town - Block C, DHA 9 Town|23500000|3|4|1125
Lahore|Rehan Garden Phase 2 - Sector A, Rehan Garden Phase 2|9700000|3|4|1125
Lahore|Green Cap Housing Society, Lahore|4500000|1|2|675
Lahore|Bankers Housing Society - Block B, Bankers Co-operative Housing Society|19200000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|105000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 8, DHA Defence|85000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|62500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|63000000|5|6|4500
Lahore|Formanites Housing Scheme, Lahore|34000000|5|5|2250
Lahore|State Life Housing Society, Lahore|38000000|5|5|2700
Lahore|Eden City, Eden|36000000|4|4|2250
Lahore|DHA Phase 6, DHA Defence|350000000|5|6|9000
Lahore|DHA Phase 6, DHA Defence|230000000|5|6|9000
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|64000000|5|6|4500
Lahore|Bahria Town - Takbeer Block, Bahria Town - Sector B|40000000|5|6|2250
Lahore|Al-Kabir Phase 2 - Block B, Al-Kabir Town - Phase 2|14500000|4|5|675
Lahore|Al-Kabir Phase 2 - Block A, Al-Kabir Town - Phase 2|14500000|4|5|675
Lahore|Bahria Town - Sector E, Bahria Town|6800000|1|1|562
Lahore|Bahria Town - Overseas A, Bahria Town - Overseas Enclave|39500000|5|6|2250
Lahore|AWT Phase 2, AWT Army Welfare Trust|8500000|3|3|675
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|12500000|2|2|1192
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|40000000|4|5|2250
Lahore|DHA Phase 5 - Block D, DHA Phase 5|48000000|4|5|2250
Lahore|Green Cap Housing Society, Lahore|5500000|3|3|675
Lahore|State Life Phase 1 - Block A, State Life Housing Phase 1|16500000|3|4|1125
Lahore|State Life Phase 1 - Block A, State Life Housing Phase 1|18000000|3|4|1125
Lahore|State Life Phase 1 - Block A, State Life Housing Phase 1|17500000|3|4|1125
Lahore|State Life Phase 1 - Block A, State Life Housing Phase 1|17000000|3|4|1125
Lahore|Al-Ahmad Garden Housing Scheme, GT Road|9900000|3|4|900
Lahore|DHA Phase 7, DHA Defence|61500000|5|6|4500
Lahore|Al-Ahmad Garden Housing Scheme, GT Road|12300000|5|6|1125
Lahore|DHA Phase 7, DHA Defence|61000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|41000000|4|4|2250
Lahore|DHA Phase 8, DHA Defence|45000000|4|4|2250
Lahore|Formanites Housing Scheme, Lahore|32000000|4|5|2250
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Fazaia Housing Scheme Phase 1, Fazaia Housing Scheme|60000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|63500000|5|6|4500
Lahore|Lahore Medical Housing Society, Lahore|16500000|5|6|1125
Lahore|DHA Phase 7, DHA Defence|59600000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|78600000|5|6|4500
Lahore|Bahria Orchard Phase 2, Bahria Orchard|23000000|5|5|1957
Lahore|DHA Phase 6, DHA Defence|73000000|5|6|4950
Lahore|DHA Phase 8, DHA Defence|71000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|63500000|5|6|4500
Lahore|DHA Phase 5, DHA Defence|78600000|5|6|4500
Lahore|DHA Phase 6 - Block J, DHA Phase 6|59500000|5|6|4500
Lahore|Johar Town Phase 1, Johar Town|45000000|5|6|2700
Lahore|DHA Phase 6 - Block D, DHA Phase 6|26800000|3|3|1125
Lahore|Pak Arab Housing Society, Lahore|30000000|5|6|2250
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|36500000|5|6|2250
Lahore|Architects Engineers Housing Society, Lahore|53000000|9|6|4500
Lahore|Nespak Scheme Phase 1, College Road|60000000|6|6|4500
Lahore|DHA Phase 6, DHA Defence|97500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|79000000|5|6|4500
Lahore|DHA Phase 5, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|146500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|60000000|5|6|4500
Lahore|Bahria Town - Gulbahar Block, Bahria Town - Sector C|30000000|5|6|2475
Lahore|DHA Phase 5, DHA Defence|154500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|62800000|5|6|4500
Lahore|Manhala Road, Lahore|31000000|2|2|9000
Lahore|Lake City - Sector M7 - Block C, Lake City - Sector M-7|49000000|6|6|2250
Lahore|DHA Phase 7 - Block R, DHA Phase 7|125000000|6|7|4500
Lahore|Al Rehman Garden Phase 2, Al Rehman Garden|24100000|6|6|1800
Lahore|Al Rehman Garden Phase 2, Al Rehman Garden|32500000|6|6|2250
Lahore|Bahria Orchard Phase 4, Bahria Orchard|6250000|1|1|495
Lahore|Golf View Residencia - Phase 2, Golf View Residencia|8485000|1|1|720
Lahore|Johar Town, Lahore|39000000|5|5|2700
Lahore|DHA Phase 6 - Block D, DHA Phase 6|89900000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|127500000|6|7|4500
Lahore|DHA Phase 6, DHA Defence|155000000|6|8|4500
Lahore|Ali Town, Lahore|35000000|6|6|3150
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|55000000|7|6|4500
Lahore|Architects Engineers Housing Society, Lahore|50000000|6|6|4500
Lahore|Architects Engineers Housing Society, Lahore|37500000|5|6|2700
Lahore|DHA Phase 7, DHA Defence|69800000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|69500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|85000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|86000000|5|6|4500
Lahore|DHA Phase 4, DHA Defence|70000000|6|7|4500
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|22500000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|71000000|5|6|4500
Lahore|DHA Phase 2 - Block R, DHA Phase 2|120000000|6|7|9000
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|28500000|5|6|2250
Lahore|DHA Phase 6 - Block D, DHA Phase 6|102600000|5|6|4500
Lahore|DHA Phase 3, DHA Defence|290000000|6|7|9000
Lahore|DHA Phase 7, DHA Defence|61500000|5|6|4500
Lahore|DHA Phase 6 - Block L, DHA Phase 6|96000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|63500000|5|6|4500
Lahore|Askari 11, Askari|27000000|3|4|2250
Lahore|DHA 9 Town, DHA Defence|19500000|3|4|1125
Lahore|DHA 9 Town, DHA Defence|20000000|3|4|1125
Lahore|Defence Raya, DHA Defence|93500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|330000000|6|8|9000
Lahore|Askari 10 - Sector F, Askari 10|29500000|3|3|2250
Lahore|Mustafa Town, Lahore|7500000|3|3|450
Lahore|DHA Phase 6 - Block H, DHA Phase 6|85000000|5|6|4500
Lahore|DHA Phase 6 - Block C, DHA Phase 6|79500000|5|6|4500
Lahore|Green City, Lahore|25000000|3|4|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|16500000|3|4|1125
Lahore|DHA 9 Town - Block D, DHA 9 Town|16700000|4|5|1125
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|85000000|5|6|4500
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|23000000|3|4|1125
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|21000000|3|4|1125
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|18500000|3|4|1125
Lahore|DHA Phase 6 - Block E, DHA Phase 6|300000000|6|7|9000
Lahore|Bahria Homes, Bahria Town - Sector E|15500000|3|4|1125
Lahore|Bahria Town - Sector E, Bahria Town|90000000|5|6|6300
Lahore|Bahria Town - Sector F, Bahria Town|26000000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|38500000|5|6|2250
Lahore|Paragon City, Lahore|23000000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|75000000|5|6|4500
Lahore|DHA Phase 5, DHA Defence|52500000|5|6|2250
Lahore|Lake City - Sector M-7, Lake City|27000000|6|6|1575
Lahore|DHA Phase 5 - Block J, DHA Phase 5|110000000|6|7|5400
Lahore|DHA Phase 5, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|49500000|5|6|4500
Lahore|DHA Phase 8, DHA Defence|45000000|4|5|2250
Lahore|DHA Phase 5, DHA Defence|98500000|5|6|4500
Lahore|Bedian Road, Lahore|9500000|3|4|675
Lahore|Bedian Road, Lahore|13000000|4|5|1192
Lahore|DHA 9 Town - Block C, DHA 9 Town|17000000|3|4|1125
Lahore|Dream Gardens, Defence Road|27000000|4|4|1575
Lahore|Bahria Town - Overseas Extension, Bahria Town - Overseas Enclave|28800000|5|6|2250
Lahore|Bahria Town - Nargis Extension, Bahria Town - Sector C|15500000|3|4|1125
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|28500000|5|6|2250
Lahore|Bahria Town, Lahore|33500000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|75000000|6|7|4500
Lahore|DHA Phase 1 - Block M, DHA Phase 1|150000000|6|7|9000
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Bahria Town - Gulbahar Block, Bahria Town - Sector C|78000000|5|5|4500
Lahore|Al-Ahmad Garden Housing Scheme, GT Road|23400000|7|8|1800
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Al Rehman Garden Phase 4, Al Rehman Garden|12000000|3|4|675
Lahore|DHA Phase 7, DHA Defence|69000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|67000000|5|6|4500
Lahore|Bahria Orchard, Lahore|7621000|1|1|585
Lahore|DHA Phase 6, DHA Defence|60000000|5|6|4500
Lahore|DHA 9 Town, DHA Defence|18600000|3|5|1125
Lahore|DHA Phase 6, DHA Defence|72500000|5|7|4500
Lahore|DHA 9 Town, DHA Defence|19200000|3|4|1125
Lahore|Gulberg, Lahore|45000000|3|3|1395
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|18500000|3|4|1125
Lahore|Bahria Town - Iqbal Block, Bahria Town - Sector E|4200000|1|1|428
Lahore|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|6990000|3|3|1125
Lahore|Bahria Town - Block AA, Bahria Town - Sector D|22500000|3|4|1125
Lahore|Paragon City, Lahore|46000000|5|5|2700
Lahore|State Life Housing Society, Lahore|47500000|5|6|4500
Lahore|Cantt, Lahore|90000000|8|6|5400
Lahore|Cantt, Lahore|500000000|5|6|18000
Lahore|Askari 10, Askari|49000000|4|4|2250
Lahore|Bahria Town - Safari Villas, Bahria Town - Sector B|15800000|3|4|1125
Lahore|State Life Housing Society, Lahore|16800000|3|4|1125
Lahore|DHA Phase 6, DHA Defence|112500000|5|6|4500
Lahore|Central Park Housing Scheme, Lahore|27000000|5|6|2250
Lahore|Bahria Town - Safari Villas, Bahria Town - Sector B|32000000|4|5|2475
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|33000000|5|6|2250
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Bahria Town - Talha Block, Bahria Town - Sector E|37000000|5|6|2250
Lahore|DHA Phase 6, DHA Defence|69900000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|64700000|5|6|4500
Lahore|Jubilee Town - Block B, Jubilee Town|35000000|5|5|2250
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|35000000|5|6|2250
Lahore|Bahria Town - Jasmine Block, Bahria Town - Sector C|62000000|5|6|4500
Lahore|DHA 9 Town - Block A, DHA 9 Town|18500000|3|4|1125
Lahore|Bahria Town - Talha Block, Bahria Town - Sector E|27900000|4|5|2250
Lahore|Lake City - Sector M-7B, Lake City|21500000|4|5|1125
Lahore|Bahria Town - Sector D, Bahria Town|5999000|1|1|382
Lahore|Airline Housing Society, Lahore|55500000|5|5|4500
Lahore|Bedian Road, Lahore|27000000|4|5|2250
Lahore|DHA Phase 5 - Block D, DHA Phase 5|24500000|3|4|1125
Lahore|Barki Road, Cantt|225000000|4|5|57600
Lahore|Gulberg 3 - Block B1, Gulberg 3|19700000|1|1|382
Lahore|Raiwind Road, Lahore|6560000|1|1|428
Lahore|Tariq Ismail Road, Lahore|27700000|5|6|1350
Lahore|DHA Phase 3, DHA Defence|32500000|4|5|2250
Lahore|Model Town, Lahore|175000000|5|6|7650
Lahore|Askari 10 - Sector C, Askari 10|51500000|5|5|2250
Lahore|Bahria Town - Safari Villas, Bahria Town - Sector B|17500000|3|4|1800
Lahore|Bahria Town - Takbeer Block, Bahria Town - Sector B|58000000|5|6|4500
Lahore|DHA Phase 2, DHA Defence|55000000|6|7|4500
Lahore|Askari 10 - Sector C, Askari 10|78500000|5|5|4500
Lahore|Askari 10 - Sector F, Askari 10|67000000|4|4|3825
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Bahria Town - Sector C, Bahria Town|4500000|1|1|450
Lahore|DHA Phase 6 - Block N, DHA Phase 6|75000000|5|6|4500
Lahore|Nespak Scheme Phase 2 - Site 1, Nespak Scheme Phase 2|59900000|5|8|4500
Lahore|Central Park Housing Scheme, Lahore|15800000|5|6|1125
Lahore|Jubilee Town - Block E, Jubilee Town|15500000|4|4|900
Lahore|Jubilee Town - Block D, Jubilee Town|29200000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|62500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|77500000|5|6|4500
Lahore|PGECHS Phase 2, Punjab Govt Employees Society|53000000|8|6|3600
Lahore|DHA 11 Rahbar Phase 2 - Block F, DHA 11 Rahbar Phase 2|21700000|3|4|1125
Lahore|DHA Phase 5 - Block D, DHA Phase 5|47500000|4|5|2250
Lahore|DHA Phase 6, DHA Defence|37500000|3|4|1575
Lahore|Gulberg, Lahore|320000000|7|6|18000
Lahore|Jail Road, Lahore|100000000|8|6|9000
Lahore|Cavalry Extension, Lahore|19500000|3|4|1125
Lahore|Cavalry Extension, Lahore|19500000|3|3|1125
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|13500000|2|2|1012
Lahore|Askari 10 - Sector E, Askari 10|42000000|3|3|2250
Lahore|DHA Phase 2, DHA Defence|98500000|5|6|9000
Lahore|DHA Phase 2, DHA Defence|77500000|5|6|4500
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|DHA Phase 6, DHA Defence|119000000|6|7|9000
Lahore|DHA Phase 6, DHA Defence|210000000|6|7|9000
Lahore|Raiwind Road, Lahore|8721000|1|1|675
Lahore|DHA Phase 6, DHA Defence|96000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|73500000|5|6|4500
Lahore|DHA Phase 6 - Block L, DHA Phase 6|110000000|5|6|4500
Lahore|DHA Phase 4, DHA Defence|70000000|5|6|4500
Lahore|State Life Housing Phase 1, State Life Housing Society|60000000|0|0|4500
Lahore|Rehman Gardens, Lahore|11500000|3|3|1575
Lahore|AWT Phase 2, AWT Army Welfare Trust|9000000|3|3|675
Lahore|DHA 9 Town - Block B, DHA 9 Town|23000000|3|4|1125
Lahore|Eden City - Block A, Eden City|57000000|5|6|4500
Lahore|Sunfort Gardens, Lahore|23000000|5|6|1238
Lahore|Johar Town Phase 2 - Block Q, Johar Town Phase 2|29500000|5|6|1125
Lahore|DHA Phase 7 - Block S, DHA Phase 7|72500000|5|6|4500
Lahore|Bahria Town - Tauheed Block, Bahria Town - Sector F|6450000|1|1|292
Lahore|Ghalib Market, Gulberg|31000000|4|4|2025
Lahore|Shaheen Colony, Walton Road|12000000|3|3|1012
Lahore|Askari 11 - Sector B, Askari 11|22800000|4|4|2250
Lahore|PGECHS Phase 2 - Block E, PGECHS Phase 2|55000000|7|8|4500
Lahore|H&S Hotels, Noor Jahan Road|11000000|2|2|652
Lahore|Bahria Town - Safari Villas, Bahria Town - Sector B|16500000|3|4|1800
Lahore|Bedian Road, Lahore|10500000|2|3|900
Lahore|DHA Phase 7, DHA Defence|53500000|5|6|4500
Lahore|DHA Phase 8, DHA Defence|83500000|5|6|4500
Lahore|Bahria Town - Block CC, Bahria Town - Sector D|18000000|3|4|1125
Lahore|Wapda Town Phase 1 - Block E1, Wapda Town Phase 1|47500000|6|6|2250
Lahore|Johar Town Phase 1, Johar Town|45000000|5|6|2700
Lahore|LDA Avenue, Lahore|34500000|6|6|2250
Lahore|Johar Town Phase 2 - Block P, Johar Town Phase 2|60000000|5|6|2700
Lahore|Johar Town Phase 2 - Block J1, Johar Town Phase 2|27500000|5|6|1125
Lahore|DHA Phase 6, DHA Defence|67500000|6|7|4500
Lahore|Valencia - Block C, Valencia Housing Society|147500000|8|8|9000
Lahore|DHA Phase 5 - Block K, DHA Phase 5|85000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|69600000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|62500000|5|6|4500
Lahore|DHA Phase 8, DHA Defence|71500000|5|6|4500
Lahore|Al-Kabir Phase 2 - Block B, Al-Kabir Town - Phase 2|14500000|4|5|675
Lahore|Central Park - Block G, Central Park Housing Scheme|28700000|5|6|2475
Lahore|DHA Phase 5, DHA Defence|34000000|4|4|2025
Lahore|DHA Phase 8, DHA Defence|36000000|4|4|2250
Lahore|State Life Housing Phase 1, State Life Housing Society|12000000|1|1|562
Lahore|Amanah Mall Service Apartments, Model Town Link Road|9500000|1|1|360
Lahore|Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal|20000000|5|5|1125
Lahore|Beach Resort, Raiwind Road|2296000|1|1|270
Lahore|DHA Phase 6 - Block C, DHA Phase 6|85000000|5|6|4500
Lahore|LDA Avenue, Lahore|34500000|6|6|2250
Lahore|LDA Avenue, Lahore|34000000|6|6|2250
Lahore|Johar Town, Lahore|40000000|6|0|2250
Lahore|Wapda Town, Lahore|35000000|6|6|2250
Lahore|Wapda Town Phase 1, Wapda Town|70000000|7|0|4500
Lahore|Jubilee Town, Lahore|17000000|5|6|1125
Lahore|Johar Town Phase 2, Johar Town|26500000|5|6|1125
Lahore|LDA Avenue, Lahore|55000000|6|6|4500
Lahore|Formanites Housing Scheme, Lahore|38500000|5|6|2250
Lahore|Lake City - Sector M7 - Block C, Lake City - Sector M-7|23000000|4|5|1125
Lahore|Sanda Khurd, Sanda|5500000|1|1|562
Lahore|Architects Engineers Housing Society, Lahore|36000000|5|6|2250
Lahore|Architects Engineers Housing Society, Lahore|150000000|7|8|22500
Lahore|Grand Avenue Housing Scheme - Block B, Grand Avenues Housing Scheme|15000000|3|3|1125
Lahore|Grand Avenue Housing Scheme - Block B, Grand Avenues Housing Scheme|12500000|2|2|2250
Lahore|DHA Phase 1 - Block E, DHA Phase 1|125000000|6|7|9000
Lahore|College Road, Lahore|8300000|3|3|608
Lahore|DHA Phase 5, DHA Defence|62500000|6|6|2250
Lahore|DHA Phase 5, DHA Defence|45000000|4|4|2250
Lahore|Bahria Town - Quaid Block, Bahria Town - Sector E|4000000|1|1|225
Lahore|Lake City - Sector M-2, Lake City|60000000|6|6|4500
Lahore|Bahria Orchard Phase 4, Bahria Orchard|17500000|3|3|1395
Lahore|Bahria Town - Nishtar Block, Bahria Town - Sector E|7963000|1|1|630
Lahore|Al-Hamd Gardens, Pine Avenue|22000000|5|6|1125
Lahore|Bahria Town - Nishtar Block, Bahria Town - Sector E|7963000|2|2|630
Lahore|Johar Town Phase 1, Johar Town|75000000|5|6|4500
Lahore|Wapda Town Phase 1, Wapda Town|65000000|7|6|4500
Lahore|DHA Phase 7, DHA Defence|95000000|5|6|4500
Lahore|Johar Town Phase 1, Johar Town|30000000|5|6|2250
Lahore|Wapda Town Phase 1, Wapda Town|32500000|4|5|2250
Lahore|Johar Town Phase 2, Johar Town|28000000|5|6|1125
Lahore|DHA 11 Rahbar, Lahore|42500000|5|6|2250
Lahore|NFC 1, Lahore|122500000|7|8|9000
Lahore|DHA Phase 7 - Block U, DHA Phase 7|35000000|5|5|2250
Lahore|DHA Phase 7, DHA Defence|39600000|4|5|2250
Lahore|State Life Housing Phase 1, State Life Housing Society|56000000|5|6|4500
Lahore|Bedian Road, Lahore|8350000|3|4|675
Lahore|Bedian Road, Lahore|16600000|4|5|1350
Lahore|Eden City - Block A, Eden City|56500000|5|6|4500
Lahore|Bagarian, Lahore|10000000|3|4|720
Lahore|Bahria Town - Takbeer Block, Bahria Town - Sector B|46000000|5|6|2250
Lahore|Al-Kabir Phase 2 - Umer Block, Al-Kabir Town - Phase 2|13500000|4|5|788
Lahore|Formanites Housing Scheme, Lahore|36000000|5|6|2250
Lahore|Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4|4000000|2|2|1125
Lahore|OLC - Block B, Overseas Low Cost|7290000|3|3|1125
Lahore|Bahria Town - Nishtar Block, Bahria Town - Sector E|4925000|0|1|405
Lahore|Bahria Town - Janiper Block, Bahria Town - Sector C|60000000|5|5|4500
Lahore|Cavalry Ground, Lahore|130000000|4|4|6750
Lahore|DHA 9 Town, DHA Defence|15500000|3|4|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|17500000|4|5|1125
Lahore|Wapda Town Phase 1, Wapda Town|47500000|5|6|2250
Lahore|PGECHS Phase 2, Punjab Govt Employees Society|36000000|5|6|2250
Lahore|Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal|42500000|6|6|2250
Lahore|Model Town - Block D, Model Town|140000000|5|6|9000
Lahore|DHA Phase 5, DHA Defence|49500000|4|5|2250
Lahore|Bahria Town - Sector C, Bahria Town|40000000|5|5|2250
Lahore|Bahria Town - Nargis Block, Bahria Town - Sector C|35000000|5|6|2250
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|43000000|5|5|2250
Lahore|Jubilee Town - Block F, Jubilee Town|22500000|5|5|1125
Lahore|Jubilee Town - Block C, Jubilee Town|12500000|3|3|675
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|26000000|5|5|1485
Lahore|Bahria Town - Nargis Block, Bahria Town - Sector C|32500000|0|0|2250
Lahore|Johar Town Phase 1, Johar Town|38000000|5|6|2700
Lahore|Khayaban-e-Amin, Lahore|28000000|5|5|2250
Lahore|Khayaban-e-Amin, Lahore|15700000|3|3|1125
Lahore|Khayaban-e-Amin, Lahore|16300000|3|3|1125
Lahore|Khayaban-e-Amin, Lahore|16900000|3|3|1125
Lahore|Khayaban-e-Amin, Lahore|14500000|3|3|1125
Lahore|Bahria Orchard Phase 4 - Block G6, Bahria Orchard Phase 4|5990000|3|4|1125
Lahore|Bahria Town - Ghaznavi Extension, Bahria Town - Sector F|21000000|3|4|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|17000000|3|4|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|16400000|3|4|1125
Lahore|DHA 9 Town - Block A, DHA 9 Town|16700000|3|4|1125
Lahore|Bahria Orchard, Lahore|17000000|0|0|1125
Lahore|DHA Phase 7 - Block U, DHA Phase 7|30000000|4|6|2250
Lahore|Johar Town, Lahore|22500000|5|5|1125
Lahore|Johar Town, Lahore|23000000|5|5|1125
Lahore|SQ 99 Mall, Bahria Town Main Boulevard|8299000|1|1|630
Lahore|Johar Town, Lahore|23500000|5|5|1125
Lahore|Johar Town, Lahore|26500000|5|5|1125
Lahore|Bahria Town - Sector C, Bahria Town|100000000|5|5|4500
Lahore|DHA Phase 6, DHA Defence|87500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|85000000|5|6|4500
Lahore|Bahria Town - Sector E, Bahria Town|4000000|1|1|608
Lahore|Eden City, Eden|56000000|5|5|4500
Lahore|Jubilee Town - Block D, Jubilee Town|23500000|6|7|1575
Lahore|Bahria Town - Gulbahar Block, Bahria Town - Sector C|32200000|5|6|2250
Lahore|DHA Phase 7 - Block Q, DHA Phase 7|61500000|5|6|4500
Lahore|DHA Phase 7 - Block X, DHA Phase 7|72500000|6|6|4500
Lahore|Zaitoon Villas, New Lahore City - Block C|11500000|3|4|1125
Lahore|Bahria Town - Sector C, Bahria Town|35000000|5|6|2250
Lahore|Pak Arab Society Phase 1 - Block D, Pak Arab Housing Society Phase 1|34500000|3|4|2475
Lahore|Central Park - Block A1, Central Park Housing Scheme|16000000|3|3|1125
Lahore|Bahria Town - Sikandar Block, Bahria Town - Sector F|31000000|5|6|2250
Lahore|DHA Phase 6, DHA Defence|370000000|5|6|9000
Lahore|Paragon City, Lahore|520000000|8|9|18000
Lahore|DHA Phase 6, DHA Defence|450000000|6|6|9000
Lahore|DHA Phase 6, DHA Defence|370000000|6|6|9000
Lahore|DHA Phase 6, DHA Defence|370000000|6|6|9000
Lahore|DHA Phase 6, DHA Defence|115000000|5|6|4500
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|91500000|5|5|4500
Lahore|Johar Town, Lahore|24000000|5|5|1125
Lahore|Johar Town, Lahore|25000000|5|5|1125
Lahore|DHA Phase 5 - Block H, DHA Phase 5|107500000|6|7|4500
Lahore|DHA Phase 6, DHA Defence|81500000|5|6|4500
Lahore|Johar Town, Lahore|27000000|5|5|1125
Lahore|Johar Town, Lahore|27500000|5|5|1125
Lahore|Johar Town, Lahore|28000000|5|5|1125
Lahore|DHA Phase 2 - Block U, DHA Phase 2|140000000|4|5|12150
Lahore|Model Town, Lahore|350000000|9|6|13500
Lahore|Askari 10 - Sector F, Askari 10|45500000|4|4|2925
Lahore|Icon Valley Phase 1, Raiwind Road|5300000|1|1|1125
Lahore|Johar Town Phase 1, Johar Town|75000000|5|6|4500
Lahore|Lake City - Sector M-7B, Lake City|22000000|4|5|1125
Lahore|DHA 9 Town, DHA Defence|15000000|3|4|1125
Lahore|Bahria Town - Umar Block, Bahria Town - Sector B|26800000|5|6|1800
Lahore|DHA Phase 6, DHA Defence|41000000|4|5|2250
Lahore|Bahria Town - Sector E, Bahria Town|6799000|1|1|428
Lahore|DHA Phase 6, DHA Defence|380000000|6|7|9000
Lahore|Bahria Town - Shaheen Block, Bahria Town - Sector B|31500000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|68000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|235000000|6|6|4500
Lahore|DHA Phase 4, DHA Defence|70000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|155000000|6|7|4500
Lahore|DHA Phase 4, DHA Defence|85000000|5|6|4500
Lahore|Johar Town, Lahore|27500000|5|5|1125
Lahore|Johar Town, Lahore|28000000|5|5|1125
Lahore|Bahria Town - Talha Block, Bahria Town - Sector E|47500000|5|5|2250
Lahore|DHA Phase 7, DHA Defence|80000000|5|6|4500
Lahore|Gulshan-e-Lahore, Lahore|21000000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|20500000|5|5|1125
Lahore|Gulshan-e-Lahore, Lahore|20000000|5|5|1125
